Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Shiki,5.525,6.71,73,N/A,2020,1.0,2,5,15,15,4,N/A,N/A
Kimono Memories,5.525,6.63,48,N/A,2024,1.33,1,2,15,30,10,N/A,N/A
Trivial Pursuit: Genus Edición III (Spain),5.525,6.32,79,N/A,2005,1.0,2,6,60,60,N/A,N/A,N/A
Reverse Charades Junior Edition,5.525,6.84,40,N/A,2011,2.0,6,24,30,30,6,N/A,N/A
Panchayat,5.525,7.95,39,N/A,2023,1.75,1,4,25,45,14,N/A,N/A
Seat Wars,5.525,7.29,64,N/A,2018,1.33,2,4,15,30,8,N/A,N/A
Sunflower Valley: A Tile-Laying Game,5.525,6.68,61,N/A,2019,1.33,2,6,30,30,7,N/A,N/A
下町メイド物語: The Story of Faltisia,5.525,6.95,39,N/A,2019,2.0,3,6,60,90,10,N/A,N/A
Old Town: Solo,5.525,6.11,101,N/A,2007,2.4,1,1,10,10,10,N/A,N/A
Animagicians,5.525,7.28,54,N/A,2017,2.0,1,6,15,30,12,N/A,N/A
Pocket Aquarium,5.525,7.06,36,N/A,2021,1.6,1,1,5,10,8,N/A,N/A
Lineage II: The Boardgame,5.525,6.28,83,N/A,2005,1.88,2,5,45,45,12,N/A,N/A
The Best of Board Wargaming,5.525,7.26,33,N/A,1980,2.75,N/A,N/A,N/A,N/A,12,Wargames,N/A
Iglu Iglu,5.525,5.93,131,N/A,2004,2.0,2,4,60,60,10,N/A,N/A
To the Moon: Bestest Memories,5.525,7.28,44,N/A,2024,1.5,2,5,15,30,10,N/A,N/A
Oh My Lair!,5.525,6.5,65,N/A,2012,1.57,1,1,15,15,10,N/A,N/A
IGOR: The Monster Making Game,5.525,5.75,229,N/A,2008,1.11,1,4,20,20,7,Family,N/A
World in Progress,5.525,7.16,37,N/A,2024,1.0,2,5,10,20,6,N/A,N/A
Ubongo Lines,5.525,7.22,31,N/A,2021,3.0,1,4,15,30,8,N/A,N/A
"War in the Wind: The Battle of Attu Island, 1943",5.525,6.87,52,N/A,2016,2.88,2,2,120,120,14,Wargames,N/A
Vector,5.525,6.61,54,N/A,1970,2.4,2,4,60,60,N/A,Abstract,N/A
Pokémon Master Trainer II,5.525,6.65,104,N/A,2001,2.67,2,6,45,45,7,Children's,N/A
Tattoo Brawl,5.525,7.04,70,N/A,2019,2.2,2,4,40,90,8,N/A,N/A
Oni,5.525,6.09,112,N/A,2014,1.63,3,6,30,30,8,N/A,N/A
Dojo,5.525,6.31,73,N/A,2011,1.0,3,5,15,15,8,N/A,N/A
Dice Splice,5.525,7.17,43,N/A,2021,1.0,1,6,10,30,5,N/A,N/A
Escape Team,5.525,7.37,47,N/A,2017,2.75,2,4,15,30,11,N/A,N/A
Incredible Expeditions: Quest for Atlantis,5.524,5.81,156,70.0,2015,2.69,1,5,120,120,12,Thematic,N/A
Bloody Buna,5.524,6.95,43,N/A,1979,3.1,2,2,120,120,12,Wargames,N/A
Fantom Staré Prahy,5.524,6.22,90,N/A,N/A,2.25,2,6,45,45,10,N/A,N/A
Fuzzy Mage Fight,5.524,6.46,100,N/A,2019,2.0,2,6,5,45,8,N/A,N/A
HIRÞ: The Viking Game of Royal Conflict,5.524,6.53,81,N/A,2003,1.5,2,2,10,60,8,Abstract,N/A
Xerxes,5.524,6.3,79,N/A,2019,2.0,1,4,30,60,10,N/A,N/A
Atlantic Wolves,5.524,7.05,42,N/A,2020,2.33,1,1,N/A,N/A,N/A,Wargames,N/A
"Wars of Religion, France 1562-1598",5.524,7.16,42,N/A,2022,3.0,1,3,120,520,14,Wargames,N/A
Astro Drive,5.524,6.0,185,N/A,2018,1.92,2,4,20,30,8,N/A,N/A
Dragon's Interest,5.524,6.89,35,N/A,2018,2.0,3,5,60,90,12,N/A,N/A
Candy Crush DUEL,5.524,6.27,65,N/A,2020,1.2,2,2,30,60,8,N/A,N/A
Zombie Chickens,5.524,7.02,54,N/A,2023,1.0,1,4,35,55,9,N/A,N/A
Cultive,5.524,8.17,36,N/A,2023,2.0,2,4,30,30,10,N/A,N/A
Guerra De Mitos V,5.524,7.89,31,N/A,2014,3.0,2,6,40,40,10,N/A,N/A
Sakkara,5.524,5.91,161,N/A,2007,2.06,2,2,40,40,10,Abstract,N/A
Kayak Chaos,5.524,6.17,92,N/A,2008,1.18,2,4,30,30,8,N/A,N/A
La Bataille de Hanau,5.524,8.02,32,N/A,2021,3.5,2,2,N/A,N/A,N/A,Wargames,N/A
Turandot,5.524,5.92,141,N/A,2009,1.56,2,5,15,15,N/A,Family,N/A
Tesauro,5.524,7.21,41,N/A,2021,1.0,2,10,10,20,10,N/A,N/A
Code Triage,5.524,6.86,43,N/A,2018,2.0,1,4,60,120,14,N/A,N/A
Rommel at Bay,5.524,6.74,51,N/A,1984,3.08,2,2,90,90,12,Wargames,N/A
99 Ninja,5.524,6.83,45,N/A,2024,2.0,1,2,10,20,10,N/A,N/A
Builders of Babel,5.524,6.89,51,N/A,2023,1.0,2,5,30,30,14,N/A,N/A
Klink,5.524,6.03,113,N/A,2024,1.0,3,5,20,30,8,N/A,N/A
Warplan: Dropshot II/III,5.524,7.53,30,N/A,2005,3.33,2,2,180,180,12,Wargames,N/A
