Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Emu Ranchers,5.547,6.52,105,N/A,2008,1.57,2,2,15,15,N/A,Family,Strategy
Ghost for $ale,5.547,5.93,251,N/A,2007,2.06,3,5,40,40,8,N/A,N/A
Desert Island,5.547,6.33,147,N/A,2015,2.00,4,6,60,60,8,N/A,N/A
Black Stories 4,5.547,6.01,241,N/A,2008,1.17,2,15,45,45,14,N/A,N/A
Bounce It-In Game,5.547,6.23,134,N/A,1984,1.12,2,4,10,10,6,Children's,N/A
The Acts of the Evangelists,5.547,7.2,60,N/A,2022,2.33,2,5,45,60,10,N/A,N/A
Make Make,5.547,7.47,61,N/A,2020,2.20,3,4,30,30,10,Abstract,N/A
Like Lions They Fought,5.547,6.55,112,N/A,1994,2.54,2,2,120,120,12,Wargames,N/A
Foragers,5.547,6.35,136,60.00,2016,2.08,2,4,60,80,8,N/A,N/A
The Dauphin and the Sword,5.547,7.83,46,N/A,2014,2.54,2,2,N/A,N/A,N/A,Wargames,N/A
Catch a Falling Star,5.547,6.16,149,N/A,2011,1.00,1,5,15,15,5,Children's,N/A
Party Bugs,5.547,6.29,130,N/A,2018,1.20,2,6,15,15,8,N/A,N/A
Fire In The Hole,5.547,7.23,87,N/A,2022,1.00,2,4,15,40,6,N/A,N/A
Hijacked,5.547,6.71,121,N/A,2023,2.40,1,4,20,60,12,N/A,N/A
Darkness,5.547,7.18,80,N/A,2018,1.25,2,5,20,30,8,N/A,N/A
Doodle Islands,5.547,6.5,106,N/A,2018,1.75,1,5,40,40,10,N/A,N/A
ASG Golf,5.547,8.01,53,N/A,2009,2.86,1,4,N/A,N/A,N/A,N/A,N/A
Laniakea,5.547,7.63,54,N/A,2022,2.00,2,2,30,40,8,Abstract,N/A
Woolfy,5.547,6.51,122,N/A,2009,1.00,1,4,20,20,4,N/A,N/A
Ark: Awakening,5.547,7.18,70,N/A,2022,3.88,1,4,20,80,14,N/A,N/A
For The Win,5.547,5.74,504,N/A,2012,1.84,2,2,10,10,8,Abstract,N/A
General Quarters (Third Edition),5.547,7.52,51,N/A,2006,3.40,2,12,120,120,12,Wargames,N/A
Roll & Play,5.547,6.59,93,N/A,2012,1.00,2,2,5,5,1,Children's,N/A
Elements of the Gods,5.547,7.37,55,N/A,2021,2.20,1,5,30,90,14,N/A,N/A
"Case White: The Invasion of Poland, 1939",5.547,6.45,128,N/A,1977,3.79,2,2,120,120,12,Wargames,N/A
The Lonely Mountain,5.547,6.57,104,N/A,1984,2.88,2,5,90,90,13,Strategy,Wargames
